,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata,labels_single
90,90,0004_033_09054-09118_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_033_09054-09118_8', 'start_frame': 9046, 'end_frame': 9110, 'label': [8], 'view': 'center', 'filenames': '0004_033_09054-09118_8.mp4', 'durations': 64}",8
91,91,0004_035_09220-09284_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_035_09220-09284_8', 'start_frame': 9156, 'end_frame': 9220, 'label': [8], 'view': 'center', 'filenames': '0004_035_09220-09284_8.mp4', 'durations': 64}",8
92,92,0004_038_09827-09891_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_038_09827-09891_11', 'start_frame': 9763, 'end_frame': 9827, 'label': [11], 'view': 'center', 'filenames': '0004_038_09827-09891_11.mp4', 'durations': 64}",11
94,94,0004_043_10138-10202_15.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],"{'sample_id': '0004_043_10138-10202_15', 'start_frame': 10074, 'end_frame': 10138, 'label': [15], 'view': 'center', 'filenames': '0004_043_10138-10202_15.mp4', 'durations': 64}",15
96,96,0004_046_10282-10346_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_046_10282-10346_1', 'start_frame': 10218, 'end_frame': 10282, 'label': [1], 'view': 'center', 'filenames': '0004_046_10282-10346_1.mp4', 'durations': 64}",1
97,97,0004_048_10410-10474_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_048_10410-10474_1', 'start_frame': 10346, 'end_frame': 10410, 'label': [1], 'view': 'center', 'filenames': '0004_048_10410-10474_1.mp4', 'durations': 64}",1
98,98,0004_050_10571-10635_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_050_10571-10635_1', 'start_frame': 10474, 'end_frame': 10538, 'label': [1], 'view': 'center', 'filenames': '0004_050_10571-10635_1.mp4', 'durations': 64}",1
100,100,0004_053_10727-10791_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_053_10727-10791_11', 'start_frame': 10663, 'end_frame': 10727, 'label': [11], 'view': 'center', 'filenames': '0004_053_10727-10791_11.mp4', 'durations': 64}",11
101,101,0004_055_10914-10978_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_055_10914-10978_1', 'start_frame': 10849, 'end_frame': 10913, 'label': [1], 'view': 'center', 'filenames': '0004_055_10914-10978_1.mp4', 'durations': 64}",1
102,102,0004_056_10961-11025_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_056_10961-11025_11', 'start_frame': 10914, 'end_frame': 10978, 'label': [11], 'view': 'center', 'filenames': '0004_056_10961-11025_11.mp4', 'durations': 64}",11
103,103,0004_057_11646-11710_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_057_11646-11710_2', 'start_frame': 10961, 'end_frame': 11025, 'label': [2], 'view': 'center', 'filenames': '0004_057_11646-11710_2.mp4', 'durations': 64}",2
105,105,0004_062_12993-13057_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_062_12993-13057_11', 'start_frame': 12929, 'end_frame': 12993, 'label': [11], 'view': 'center', 'filenames': '0004_062_12993-13057_11.mp4', 'durations': 64}",11
106,106,0004_064_13121-13185_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_064_13121-13185_11', 'start_frame': 13057, 'end_frame': 13121, 'label': [11], 'view': 'center', 'filenames': '0004_064_13121-13185_11.mp4', 'durations': 64}",11
107,107,0004_066_13618-13682_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_066_13618-13682_11', 'start_frame': 13185, 'end_frame': 13249, 'label': [11], 'view': 'center', 'filenames': '0004_066_13618-13682_11.mp4', 'durations': 64}",11
108,108,0004_068_13734-13798_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_068_13734-13798_11', 'start_frame': 13682, 'end_frame': 13746, 'label': [11], 'view': 'center', 'filenames': '0004_068_13734-13798_11.mp4', 'durations': 64}",11
109,109,0004_070_14383-14447_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_070_14383-14447_8', 'start_frame': 14319, 'end_frame': 14383, 'label': [8], 'view': 'center', 'filenames': '0004_070_14383-14447_8.mp4', 'durations': 64}",8
110,110,0004_072_15764-15828_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_072_15764-15828_8', 'start_frame': 15312, 'end_frame': 15376, 'label': [8], 'view': 'center', 'filenames': '0004_072_15764-15828_8.mp4', 'durations': 64}",8
111,111,0004_074_17134-17198_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_074_17134-17198_8', 'start_frame': 15828, 'end_frame': 15892, 'label': [8], 'view': 'center', 'filenames': '0004_074_17134-17198_8.mp4', 'durations': 64}",8
112,112,0004_076_18457-18521_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_076_18457-18521_8', 'start_frame': 17331, 'end_frame': 17395, 'label': [8], 'view': 'center', 'filenames': '0004_076_18457-18521_8.mp4', 'durations': 64}",8
114,114,0004_078_18929-18993_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0004_078_18929-18993_13', 'start_frame': 18487, 'end_frame': 18551, 'label': [13], 'view': 'center', 'filenames': '0004_078_18929-18993_13.mp4', 'durations': 64}",13
116,116,0004_080_19102-19166_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0004_080_19102-19166_13', 'start_frame': 18958, 'end_frame': 19022, 'label': [13], 'view': 'center', 'filenames': '0004_080_19102-19166_13.mp4', 'durations': 64}",13
117,117,0004_082_19230-19294_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_082_19230-19294_8', 'start_frame': 19166, 'end_frame': 19230, 'label': [8], 'view': 'center', 'filenames': '0004_082_19230-19294_8.mp4', 'durations': 64}",8
118,118,0004_084_19358-19422_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_084_19358-19422_8', 'start_frame': 19294, 'end_frame': 19358, 'label': [8], 'view': 'center', 'filenames': '0004_084_19358-19422_8.mp4', 'durations': 64}",8
119,119,0004_086_19636-19700_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0004_086_19636-19700_13', 'start_frame': 19574, 'end_frame': 19638, 'label': [13], 'view': 'center', 'filenames': '0004_086_19636-19700_13.mp4', 'durations': 64}",13
120,120,0004_088_19796-19860_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_088_19796-19860_1', 'start_frame': 19732, 'end_frame': 19796, 'label': [1], 'view': 'center', 'filenames': '0004_088_19796-19860_1.mp4', 'durations': 64}",1
122,122,0004_090_19890-19954_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_090_19890-19954_11', 'start_frame': 19826, 'end_frame': 19890, 'label': [11], 'view': 'center', 'filenames': '0004_090_19890-19954_11.mp4', 'durations': 64}",11
123,123,0004_092_20027-20091_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_092_20027-20091_11', 'start_frame': 19954, 'end_frame': 20018, 'label': [11], 'view': 'center', 'filenames': '0004_092_20027-20091_11.mp4', 'durations': 64}",11
124,124,0004_093_20091-20155_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_093_20091-20155_1', 'start_frame': 20027, 'end_frame': 20091, 'label': [1], 'view': 'center', 'filenames': '0004_093_20091-20155_1.mp4', 'durations': 64}",1
125,125,0004_094_20141-20205_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_094_20141-20205_1', 'start_frame': 20091, 'end_frame': 20155, 'label': [1], 'view': 'center', 'filenames': '0004_094_20141-20205_1.mp4', 'durations': 64}",1
126,126,0004_095_20205-20269_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_095_20205-20269_1', 'start_frame': 20141, 'end_frame': 20205, 'label': [1], 'view': 'center', 'filenames': '0004_095_20205-20269_1.mp4', 'durations': 64}",1
127,127,0004_096_20269-20333_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_096_20269-20333_1', 'start_frame': 20205, 'end_frame': 20269, 'label': [1], 'view': 'center', 'filenames': '0004_096_20269-20333_1.mp4', 'durations': 64}",1
128,128,0004_097_20742-20806_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_097_20742-20806_1', 'start_frame': 20269, 'end_frame': 20333, 'label': [1], 'view': 'center', 'filenames': '0004_097_20742-20806_1.mp4', 'durations': 64}",1
129,129,0004_098_20806-20870_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_098_20806-20870_1', 'start_frame': 20742, 'end_frame': 20806, 'label': [1], 'view': 'center', 'filenames': '0004_098_20806-20870_1.mp4', 'durations': 64}",1
130,130,0004_099_20870-20934_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_099_20870-20934_1', 'start_frame': 20806, 'end_frame': 20870, 'label': [1], 'view': 'center', 'filenames': '0004_099_20870-20934_1.mp4', 'durations': 64}",1
131,131,0004_100_20940-21004_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_100_20940-21004_1', 'start_frame': 20870, 'end_frame': 20934, 'label': [1], 'view': 'center', 'filenames': '0004_100_20940-21004_1.mp4', 'durations': 64}",1
132,132,0004_102_21250-21314_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_102_21250-21314_11', 'start_frame': 21051, 'end_frame': 21115, 'label': [11], 'view': 'center', 'filenames': '0004_102_21250-21314_11.mp4', 'durations': 64}",11
133,133,0004_103_21373-21437_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_103_21373-21437_2', 'start_frame': 21250, 'end_frame': 21314, 'label': [2], 'view': 'center', 'filenames': '0004_103_21373-21437_2.mp4', 'durations': 64}",2
134,134,0004_106_21531-21595_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_106_21531-21595_8', 'start_frame': 21467, 'end_frame': 21531, 'label': [8], 'view': 'center', 'filenames': '0004_106_21531-21595_8.mp4', 'durations': 64}",8
135,135,0004_108_21686-21750_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_108_21686-21750_8', 'start_frame': 21595, 'end_frame': 21659, 'label': [8], 'view': 'center', 'filenames': '0004_108_21686-21750_8.mp4', 'durations': 64}",8
136,136,0004_110_21799-21863_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_110_21799-21863_8', 'start_frame': 21750, 'end_frame': 21814, 'label': [8], 'view': 'center', 'filenames': '0004_110_21799-21863_8.mp4', 'durations': 64}",8
137,137,0004_112_21895-21959_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_112_21895-21959_8', 'start_frame': 21863, 'end_frame': 21927, 'label': [8], 'view': 'center', 'filenames': '0004_112_21895-21959_8.mp4', 'durations': 64}",8
138,138,0004_115_22223-22287_15.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],"{'sample_id': '0004_115_22223-22287_15', 'start_frame': 22159, 'end_frame': 22223, 'label': [15], 'view': 'center', 'filenames': '0004_115_22223-22287_15.mp4', 'durations': 64}",15
141,141,0004_120_22609-22673_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_120_22609-22673_8', 'start_frame': 22545, 'end_frame': 22609, 'label': [8], 'view': 'center', 'filenames': '0004_120_22609-22673_8.mp4', 'durations': 64}",8
142,142,0004_122_22700-22764_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_122_22700-22764_11', 'start_frame': 22626, 'end_frame': 22690, 'label': [11], 'view': 'center', 'filenames': '0004_122_22700-22764_11.mp4', 'durations': 64}",11
143,143,0004_124_22828-22892_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_124_22828-22892_8', 'start_frame': 22764, 'end_frame': 22828, 'label': [8], 'view': 'center', 'filenames': '0004_124_22828-22892_8.mp4', 'durations': 64}",8
145,145,0004_130_23167-23231_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_130_23167-23231_4', 'start_frame': 23103, 'end_frame': 23167, 'label': [4], 'view': 'center', 'filenames': '0004_130_23167-23231_4.mp4', 'durations': 64}",4
146,146,0004_133_23499-23563_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0004_133_23499-23563_13', 'start_frame': 23292, 'end_frame': 23356, 'label': [13], 'view': 'center', 'filenames': '0004_133_23499-23563_13.mp4', 'durations': 64}",13
147,147,0004_134_23662-23726_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_134_23662-23726_2', 'start_frame': 23499, 'end_frame': 23563, 'label': [2], 'view': 'center', 'filenames': '0004_134_23662-23726_2.mp4', 'durations': 64}",2
148,148,0004_135_23704-23768_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_135_23704-23768_1', 'start_frame': 23662, 'end_frame': 23726, 'label': [1], 'view': 'center', 'filenames': '0004_135_23704-23768_1.mp4', 'durations': 64}",1
149,149,0004_137_23839-23903_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_137_23839-23903_7', 'start_frame': 23745, 'end_frame': 23809, 'label': [7], 'view': 'center', 'filenames': '0004_137_23839-23903_7.mp4', 'durations': 64}",7
151,151,0004_140_24012-24076_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_140_24012-24076_11', 'start_frame': 23948, 'end_frame': 24012, 'label': [11], 'view': 'center', 'filenames': '0004_140_24012-24076_11.mp4', 'durations': 64}",11
152,152,0004_142_24321-24385_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_142_24321-24385_8', 'start_frame': 24248, 'end_frame': 24312, 'label': [8], 'view': 'center', 'filenames': '0004_142_24321-24385_8.mp4', 'durations': 64}",8
153,153,0004_143_24385-24449_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_143_24385-24449_11', 'start_frame': 24321, 'end_frame': 24385, 'label': [11], 'view': 'center', 'filenames': '0004_143_24385-24449_11.mp4', 'durations': 64}",11
155,155,0004_146_24540-24604_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_146_24540-24604_4', 'start_frame': 24476, 'end_frame': 24540, 'label': [4], 'view': 'center', 'filenames': '0004_146_24540-24604_4.mp4', 'durations': 64}",4
156,156,0004_148_24594-24658_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_148_24594-24658_4', 'start_frame': 24530, 'end_frame': 24594, 'label': [4], 'view': 'center', 'filenames': '0004_148_24594-24658_4.mp4', 'durations': 64}",4
158,158,0004_151_24702-24766_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_151_24702-24766_11', 'start_frame': 24657, 'end_frame': 24721, 'label': [11], 'view': 'center', 'filenames': '0004_151_24702-24766_11.mp4', 'durations': 64}",11
159,159,0004_152_24766-24830_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_152_24766-24830_11', 'start_frame': 24702, 'end_frame': 24766, 'label': [11], 'view': 'center', 'filenames': '0004_152_24766-24830_11.mp4', 'durations': 64}",11
160,160,0004_153_25114-25178_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0004_153_25114-25178_11', 'start_frame': 24766, 'end_frame': 24830, 'label': [11], 'view': 'center', 'filenames': '0004_153_25114-25178_11.mp4', 'durations': 64}",11
161,161,0005_000_00141-00205_16.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],"{'sample_id': '0005_000_00141-00205_16', 'start_frame': 46, 'end_frame': 110, 'label': [16], 'view': 'center', 'filenames': '0005_000_00141-00205_16.mp4', 'durations': 64}",16
162,162,0005_001_00332-00396_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_001_00332-00396_4', 'start_frame': 141, 'end_frame': 205, 'label': [4], 'view': 'center', 'filenames': '0005_001_00332-00396_4.mp4', 'durations': 64}",4
163,163,0005_004_01859-01923_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_004_01859-01923_4', 'start_frame': 1655, 'end_frame': 1719, 'label': [4], 'view': 'center', 'filenames': '0005_004_01859-01923_4.mp4', 'durations': 64}",4
164,164,0005_006_02427-02491_16.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],"{'sample_id': '0005_006_02427-02491_16', 'start_frame': 1899, 'end_frame': 1963, 'label': [16], 'view': 'center', 'filenames': '0005_006_02427-02491_16.mp4', 'durations': 64}",16
165,165,0005_008_03888-03952_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_008_03888-03952_4', 'start_frame': 3031, 'end_frame': 3095, 'label': [4], 'view': 'center', 'filenames': '0005_008_03888-03952_4.mp4', 'durations': 64}",4
166,166,0005_010_04699-04763_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0005_010_04699-04763_13', 'start_frame': 4635, 'end_frame': 4699, 'label': [13], 'view': 'center', 'filenames': '0005_010_04699-04763_13.mp4', 'durations': 64}",13
167,167,0005_011_04763-04827_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0005_011_04763-04827_13', 'start_frame': 4699, 'end_frame': 4763, 'label': [13], 'view': 'center', 'filenames': '0005_011_04763-04827_13.mp4', 'durations': 64}",13
168,168,0005_012_04827-04891_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0005_012_04827-04891_13', 'start_frame': 4763, 'end_frame': 4827, 'label': [13], 'view': 'center', 'filenames': '0005_012_04827-04891_13.mp4', 'durations': 64}",13
170,170,0005_015_04941-05005_16.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],"{'sample_id': '0005_015_04941-05005_16', 'start_frame': 4877, 'end_frame': 4941, 'label': [16], 'view': 'center', 'filenames': '0005_015_04941-05005_16.mp4', 'durations': 64}",16
172,172,0005_018_05239-05303_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_018_05239-05303_4', 'start_frame': 5019, 'end_frame': 5083, 'label': [4], 'view': 'center', 'filenames': '0005_018_05239-05303_4.mp4', 'durations': 64}",4
175,175,0005_023_05510-05574_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_023_05510-05574_8', 'start_frame': 5446, 'end_frame': 5510, 'label': [8], 'view': 'center', 'filenames': '0005_023_05510-05574_8.mp4', 'durations': 64}",8
176,176,0005_025_05608-05672_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_025_05608-05672_8', 'start_frame': 5544, 'end_frame': 5608, 'label': [8], 'view': 'center', 'filenames': '0005_025_05608-05672_8.mp4', 'durations': 64}",8
177,177,0005_027_05693-05757_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_027_05693-05757_8', 'start_frame': 5672, 'end_frame': 5736, 'label': [8], 'view': 'center', 'filenames': '0005_027_05693-05757_8.mp4', 'durations': 64}",8
179,179,0005_030_06606-06670_16.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],"{'sample_id': '0005_030_06606-06670_16', 'start_frame': 5747, 'end_frame': 5811, 'label': [16], 'view': 'center', 'filenames': '0005_030_06606-06670_16.mp4', 'durations': 64}",16
180,180,0005_032_07418-07482_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_032_07418-07482_4', 'start_frame': 6797, 'end_frame': 6861, 'label': [4], 'view': 'center', 'filenames': '0005_032_07418-07482_4.mp4', 'durations': 64}",4
181,181,0005_034_09871-09935_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_034_09871-09935_4', 'start_frame': 8194, 'end_frame': 8258, 'label': [4], 'view': 'center', 'filenames': '0005_034_09871-09935_4.mp4', 'durations': 64}",4
182,182,0005_036_10245-10309_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_036_10245-10309_4', 'start_frame': 10067, 'end_frame': 10131, 'label': [4], 'view': 'center', 'filenames': '0005_036_10245-10309_4.mp4', 'durations': 64}",4
183,183,0005_037_10309-10373_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_037_10309-10373_8', 'start_frame': 10245, 'end_frame': 10309, 'label': [8], 'view': 'center', 'filenames': '0005_037_10309-10373_8.mp4', 'durations': 64}",8
184,184,0005_039_10385-10449_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_039_10385-10449_8', 'start_frame': 10321, 'end_frame': 10385, 'label': [8], 'view': 'center', 'filenames': '0005_039_10385-10449_8.mp4', 'durations': 64}",8
185,185,0005_041_10493-10557_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_041_10493-10557_8', 'start_frame': 10429, 'end_frame': 10493, 'label': [8], 'view': 'center', 'filenames': '0005_041_10493-10557_8.mp4', 'durations': 64}",8
186,186,0005_043_10529-10593_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_043_10529-10593_8', 'start_frame': 10495, 'end_frame': 10559, 'label': [8], 'view': 'center', 'filenames': '0005_043_10529-10593_8.mp4', 'durations': 64}",8
187,187,0005_045_10915-10979_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0005_045_10915-10979_8', 'start_frame': 10568, 'end_frame': 10632, 'label': [8], 'view': 'center', 'filenames': '0005_045_10915-10979_8.mp4', 'durations': 64}",8
189,189,0005_050_11021-11085_16.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],"{'sample_id': '0005_050_11021-11085_16', 'start_frame': 10781, 'end_frame': 10845, 'label': [16], 'view': 'center', 'filenames': '0005_050_11021-11085_16.mp4', 'durations': 64}",16
